村里,總統票總數,柯文哲,賴清德,侯友宜
臺南市永康區北灣里,2929,708,1596,625
高雄市鳳山區武漢里,3191,708,1612,871
宜蘭縣蘇澳鎮永榮里,2571,708,1206,657
新北市板橋區自強里,3266,707,1165,1394
高雄市鳳山區鎮南里,3276,707,1724,845
臺北市大安區黎和里,3002,705,975,1322
臺南市東區小東里,2951,705,1264,982
臺南市南區大忠里,3176,705,1504,967
新竹市東區新興里,2240,705,867,668
臺北市大安區芳和里,3452,704,1230,1518
臺北市中山區興亞里,3373,704,1500,1169
新北市中和區信和里,2671,704,1042,925
新北市新莊區思賢里,2732,704,1175,853
桃園市楊梅區三湖里,2107,704,727,676
高雄市小港區順苓里,2816,704,1360,752
嘉義縣太保市過溝里,2481,704,1170,607
臺北市中山區新福里,3104,703,1439,962
臺中市西屯區何明里,2553,703,1001,849
高雄市鳳山區和興里,3227,703,1515,1009
新竹市東區東山里,2227,703,685,839
臺北市北投區中和里,3055,702,1203,1150
新北市新莊區恆安里,2753,702,1168,883
臺中市潭子區大富里,2188,702,895,591
苗栗縣苗栗市玉華里,2516,702,529,1285
臺北市松山區富錦里,3110,701,1154,1255
臺北市大安區通安里,3247,701,1208,1338
臺中市豐原區翁子里,2381,701,948,732
臺北市中正區廈安里,2491,700,951,840
桃園市中壢區興仁里,2324,700,707,917
花蓮縣吉安鄉永安村,2846,700,761,1385
臺北市松山區新東里,3075,699,1160,1216
臺北市信義區黎忠里,2970,699,1021,1250
臺北市中山區中庄里,3094,699,1410,985
臺北市中山區龍洲里,3175,699,817,1659
桃園市楊梅區裕成里,2349,699,677,973
桃園市八德區高城里,2206,699,741,766
臺中市豐原區豐圳里,2476,699,950,827
高雄市林園區頂厝里,3059,699,1700,660
宜蘭縣五結鄉五結村,2560,699,1142,719
彰化縣鹿港鎮海埔里,2397,699,1035,663
彰化縣北斗鎮文昌里,2274,699,811,764
嘉義縣水上鄉寬士村,2967,699,1457,811
臺北市大安區龍坡里,3303,698,1264,1341
臺北市士林區忠誠里,3358,698,1055,1605
臺中市北屯區平福里,2552,698,850,1004
臺南市東區龍山里,3265,698,1578,989
高雄市楠梓區金田里,2899,698,1630,571
新竹縣寶山鄉雙新村,1934,698,523,713
新北市三重區清和里,2680,697,1161,822
高雄市三民區本上里,3220,697,1506,1017
高雄市湖內區湖內里,2644,697,1285,662
新北市中和區福善里,2764,696,991,1077
桃園市中壢區莊敬里,2467,696,457,1314
桃園市八德區瑞祥里,2245,696,570,979
基隆市七堵區長興里,2567,696,862,1009
新北市中和區景文里,2687,695,853,1139
新北市新莊區幸福里,2612,695,1225,692
彰化縣花壇鄉橋頭村,2267,695,713,859
雲林縣斗六市長安里,2330,695,991,644
臺中市南區國光里,2710,694,1163,853
臺北市大同區大有里,2796,693,1389,714
臺南市新市區大營里,2474,693,1172,609
嘉義市東區新店里,2921,693,1180,1048
臺北市大安區敦煌里,3493,692,1387,1414
桃園市蘆竹區山腳里,2539,692,1218,629
臺中市豐原區北湳里,2290,692,870,728
臺北市中正區幸福里,2945,690,1108,1147
臺北市中正區文北里,3270,690,1325,1255
新北市中和區德穗里,2931,690,1087,1154
桃園市蘆竹區福祿里,2307,690,891,726
臺中市大里區東昇里,2379,690,944,745
臺北市南港區鴻福里,2850,689,1060,1101
臺中市東勢區福隆里,2611,689,848,1074
高雄市前鎮區瑞祥里,3004,689,1486,829
高雄市鳳山區二甲里,3216,689,1640,887
高雄市林園區溪州里,2757,689,1438,630
宜蘭縣宜蘭市延平里,2324,689,883,752
宜蘭縣羅東鎮漢民里,2490,689,1070,731
彰化縣彰化市忠權里,2251,689,767,795
臺北市信義區永春里,3002,688,1194,1120
臺北市士林區天祿里,3106,688,1378,1040
新北市三重區中興里,2649,688,1229,732
新北市中和區福真里,2657,688,1010,959
新北市三峽區八張里,2456,688,959,809
新北市五股區六福里,2398,688,914,796
新北市泰山區貴子里,2598,688,1071,839
新竹縣新豐鄉崎頂村,1885,688,482,715
臺北市北投區豐年里,2547,687,955,905
新北市林口區麗園里,2529,687,928,914
桃園市楊梅區富豐里,2210,687,765,758
新竹縣橫山鄉橫山村,2207,687,472,1048
苗栗縣頭份市合興里,1834,687,480,667
臺北市文山區明義里,2378,686,684,1008
新北市板橋區港德里,2877,686,1298,893
新北市中和區仁和里,2496,686,884,926
新北市永和區和平里,2943,686,991,1266
新北市汐止區橋東里,2368,686,855,827
雲林縣斗六市虎溪里,2357,686,927,744
基隆市安樂區外寮里,2614,686,890,1038
新北市板橋區五權里,2554,685,1049,820
新北市三峽區中埔里,2135,685,715,735
桃園市中壢區普忠里,2307,685,759,863
臺中市北區崇德里,2379,685,897,797
彰化縣彰化市茄南里,2146,685,759,702
南投縣埔里鎮清新里,2438,685,795,958
嘉義市東區文雅里,2694,685,1043,966
臺北市文山區萬盛里,2927,684,933,1310
臺中市豐原區朴子里,2404,684,1061,659
臺中市大雅區忠義里,2467,684,443,1340
臺南市安南區理想里,3194,684,1814,696
高雄市茄萣區崎漏里,3102,684,1549,869
宜蘭縣羅東鎮東安里,2428,684,1120,624
臺北市南港區萬福里,2827,683,956,1188
新北市板橋區振興里,2831,683,1290,858
新北市永和區福和里,3242,683,1051,1508
新北市樹林區三多里,2340,683,1010,647
桃園市平鎮區新貴里,2278,683,878,717
宜蘭縣礁溪鄉龍潭村,2467,683,1243,541
南投縣草屯鎮上林里,2370,683,767,920
新竹市東區前溪里,1950,683,724,543
桃園市八德區大義里,2510,682,823,1005
臺中市北區梅川里,2322,682,856,784
高雄市岡山區程香里,2885,682,1248,955
新北市板橋區振義里,2700,681,1258,761
新北市板橋區華興里,2692,681,1039,972
新北市中和區廟美里,2816,681,1077,1058
基隆市暖暖區過港里,2490,681,823,986
臺北市信義區三犁里,3141,680,1087,1374
桃園市桃園區龍山里,2283,680,787,816
新竹縣竹東鎮中正里,1882,680,445,757
南投縣竹山鎮延祥里,2513,680,983,850
高雄市大寮區三隆里,3245,679,1762,804
苗栗縣三義鄉勝興村,2278,679,612,987
雲林縣林內鄉林中村,2493,679,1033,781
新竹市東區光明里,2138,679,576,883
新北市中和區和興里,2843,678,942,1223
新北市新莊區中宏里,2309,678,980,651
高雄市鳳山區文衡里,2834,678,1271,885
雲林縣虎尾鎮立仁里,2611,678,883,1050
新北市中和區錦中里,2593,677,924,992
新北市永和區民族里,2866,677,882,1307
桃園市中壢區三民里,2385,677,1023,685
彰化縣鹿港鎮頂厝里,2106,677,829,600
南投縣埔里鎮水頭里,2467,677,861,929
新北市中和區中安里,2981,676,845,1460
臺北市文山區萬祥里,2789,675,985,1129
新北市永和區民樂里,2904,675,865,1364
新北市土城區延吉里,2554,675,1116,763
臺中市豐原區南田里,2314,675,998,641
臺中市神岡區神岡里,2222,675,812,735
臺中市大肚區福山里,2544,675,1003,866
高雄市大寮區翁園里,2880,675,1683,522
嘉義市東區後湖里,2450,675,1038,737
桃園市桃園區泰山里,2583,674,1006,903
新北市蘆洲區信義里,2426,673,1106,647
桃園市楊梅區上田里,2094,673,812,609
高雄市前鎮區瑞南里,3107,673,1617,817
基隆市信義區孝賢里,2474,673,764,1037
新北市板橋區新生里,2719,672,1200,847
新北市泰山區福興里,2281,672,848,761
高雄市鳳山區新泰里,2790,672,1314,804
新北市板橋區信義里,2629,671,1040,918
新北市中和區民生里,2788,671,1067,1050
新北市樹林區圳安里,2305,671,981,653
新北市土城區廣興里,2230,671,832,727
桃園市中壢區東興里,2423,671,897,855
桃園市中壢區篤行里,1934,671,551,712
桃園市觀音區大同里,2178,671,985,522
臺中市西屯區福瑞里,2049,671,635,743
臺北市大安區車層里,3562,670,1392,1500
新北市三重區永安里,2487,670,1098,719
新北市新店區新和里,2584,670,732,1182
桃園市平鎮區東社里,2280,670,621,989
臺中市新社區新社里,2359,670,816,873
臺中市大肚區大東里,2175,670,786,719
臺中市龍井區龍東里,2099,670,727,702
新北市中和區錦盛里,2424,669,939,816
桃園市楊梅區秀才里,2331,669,819,843
臺中市南區城隍里,2540,669,1041,830
臺中市清水區中社里,2055,669,482,904
高雄市鳳山區中民里,3001,669,1534,798
雲林縣斗六市鎮西里,2431,669,907,855
臺北市文山區興泰里,2663,668,852,1143
新北市金山區美田里,2591,668,1113,810
臺中市豐原區南嵩里,2408,668,1062,678
彰化縣大村鄉美港村,2216,668,876,672
嘉義縣太保市北新里,2200,668,1039,493
臺北市萬華區綠堤里,2503,667,950,886
新北市鶯歌區北鶯里,2495,667,936,892
桃園市楊梅區大平里,2150,667,646,837
臺南市北區大豐里,2818,667,1475,676
高雄市左營區新中里,3450,667,1942,841
彰化縣員林市三橋里,2236,667,822,747
雲林縣斗南鎮明昌里,2452,667,1014,771
嘉義市西區磚磘里,2425,667,1090,668
臺北市中正區永昌里,2868,666,1057,1145
臺北市萬華區全德里,2607,666,1073,868
桃園市龍潭區高平里,2211,666,838,707
臺中市北區育德里,2547,666,971,910
臺中市太平區中興里,2239,666,968,605
高雄市仁武區仁和里,2799,666,1384,749
彰化縣秀水鄉鶴鳴村,2263,666,884,713
屏東縣屏東市大連里,2902,666,1126,1110
屏東縣東港鎮新街里,2605,666,1245,694
臺北市大安區群賢里,3386,665,1094,1627
新北市永和區潭墘里,2838,665,840,1333
南投縣草屯鎮北投里,2143,665,902,576
雲林縣斗六市鎮南里,2436,665,870,901
臺北市中正區螢雪里,2608,664,898,1046
新北市板橋區幸福里,2463,664,1044,755
新北市板橋區居仁里,2505,664,1075,766
新北市永和區民權里,2794,664,867,1263
新北市淡水區新義里,2533,664,1026,843
宜蘭縣羅東鎮仁愛里,2588,664,1223,701
新北市新店區中華里,2896,663,756,1477
桃園市楊梅區頭湖里,1940,663,579,698
臺中市北區錦洲里,2306,663,762,881
高雄市鳳山區誠義里,2807,663,1105,1039
苗栗縣苗栗市維新里,2545,663,564,1318
彰化縣和美鎮鎮平里,2095,663,779,653
雲林縣土庫鎮石廟里,2043,663,809,571
臺北市大安區敦安里,3479,662,1362,1455
臺北市大同區朝陽里,2677,662,1269,746
新北市中和區嘉新里,2509,662,963,884
宜蘭縣冬山鄉南興村,2186,662,1020,504
彰化縣和美鎮仁愛里,1952,662,703,587
臺北市信義區中坡里,2745,661,1042,1042
臺北市萬華區富民里,2993,661,1369,963
新北市三重區福德里,2550,661,1091,798
高雄市湖內區大湖里,2650,661,1259,730
彰化縣伸港鄉什股村,1762,661,483,618
新北市板橋區文翠里,2543,660,1090,793
桃園市大園區北港里,2069,660,863,546
臺中市北屯區平順里,2188,660,826,702
宜蘭縣羅東鎮樹林里,2531,660,1070,801
宜蘭縣冬山鄉永美村,2326,659,1136,531
屏東縣內埔鄉東寧村,3029,659,1510,860
新北市土城區延祿里,2467,658,1027,782
臺中市南區南門里,2595,658,1090,847
彰化縣和美鎮和西里,2225,658,817,750
彰化縣田中鎮北路里,2364,658,816,890
臺北市士林區葫東里,2523,657,1157,709
新北市蘆洲區仁義里,2607,657,1190,760
桃園市龍潭區富林里,2420,657,629,1134
屏東縣屏東市崇武里,2751,657,777,1317
新竹市香山區港南里,2012,657,857,498
新北市新莊區民全里,2326,656,979,691
南投縣草屯鎮新厝里,2395,656,787,952
金門縣金寧鄉安美村,2017,656,237,1124
新北市板橋區東丘里,2871,655,1307,909
新北市五股區五股里,2367,655,1030,682
臺中市后里區義里里,2188,655,669,864
臺中市龍井區三德里,2062,655,818,589
臺南市新營區忠政里,3059,655,1250,1154
臺南市新營區南紙里,2532,655,1134,743
臺南市永康區尚頂里,2719,655,1406,658
高雄市小港區高松里,2887,655,1501,731
新北市板橋區大安里,2535,654,1086,795
新北市土城區延壽里,2715,654,1180,881
桃園市八德區大強里,2322,654,969,699
臺北市大安區龍泉里,2949,653,1154,1142
新北市板橋區忠誠里,2775,653,696,1426
新北市林口區菁湖里,2670,653,1143,874
桃園市平鎮區鎮興里,2128,653,826,649
臺南市西港區慶安里,2897,653,1580,664
臺北市文山區指南里,2506,652,923,931
高雄市岡山區碧紅里,2665,652,1265,748
苗栗縣竹南鎮龍山里,1772,652,558,562
嘉義市東區興仁里,2521,652,1039,830
新北市板橋區雙玉里,2531,651,1115,765
新北市中和區員富里,2336,651,925,760
新北市新店區達觀里,2662,651,665,1346
彰化縣溪湖鎮汴頭里,2131,651,790,690
臺北市北投區東華里,2769,650,1047,1072
新北市新莊區立志里,2444,650,1114,680
桃園市蘆竹區海湖里,2008,650,742,616
臺南市安南區東和里,2203,650,1083,470
高雄市楠梓區興昌里,2949,650,1419,880
高雄市三民區寶泰里,2749,650,1308,791
彰化縣和美鎮月眉里,2139,650,827,662
彰化縣員林市中正里,2213,650,781,782
新竹市香山區中埔里,2148,650,846,652
新北市新店區明德里,2587,649,742,1196
桃園市八德區瑞德里,2369,649,651,1069
桃園市龍潭區三林里,2304,649,700,955
臺南市歸仁區六甲里,2671,649,1453,569
高雄市鳳山區中正里,2937,649,511,1777
臺北市內湖區石潭里,2532,648,909,975
新北市樹林區潭底里,2496,648,1090,758
新北市樹林區樹興里,2264,648,904,712
新北市泰山區明志里,2440,648,994,798
臺中市大肚區自強里,2376,648,844,884
苗栗縣銅鑼鄉中平村,2051,648,541,862
雲林縣斗六市溪洲里,2160,648,837,675
桃園市楊梅區東流里,2009,647,760,602
桃園市八德區瑞興里,2047,647,800,600
高雄市岡山區岡山里,2789,647,1371,771
新北市板橋區新民里,2685,646,1100,939
新北市淡水區中興里,2521,646,974,901
臺中市龍井區龍崗里,2020,646,736,638
高雄市路竹區竹東里,2541,646,1168,727
臺北市松山區新益里,2914,645,1140,1129
臺北市士林區福安里,3084,645,1930,509
桃園市中壢區仁德里,2165,645,568,952
臺南市歸仁區七甲里,2504,645,1341,518
宜蘭縣蘇澳鎮隘丁里,2193,645,971,577
臺北市信義區富台里,2832,644,854,1334
新北市樹林區和平里,2333,644,997,692
新北市五股區民義里,2246,644,929,673
彰化縣彰化市莿桐里,2225,644,827,754
新北市板橋區福祿里,2497,643,880,974
桃園市平鎮區金陵里,2115,643,707,765
臺南市安南區海佃里,3003,643,1715,645
臺中市太平區坪林里,2307,642,757,908
新竹市東區頂竹里,2025,642,798,585
新北市三重區福田里,2311,641,1002,668
臺南市東區泉南里,3231,641,1595,995
高雄市林園區王公里,2714,641,1408,665
嘉義市西區西平里,2354,641,1031,682
新北市中和區福南里,2609,640,681,1288
新北市新店區福民里,2698,640,621,1437
宜蘭縣宜蘭市新東里,2134,640,827,667
彰化縣鹿港鎮草中里,2186,640,782,764
新北市三峽區大埔里,2429,639,944,846
臺中市北屯區北屯里,2430,639,863,928
臺南市新營區王公里,2673,639,1133,901
宜蘭縣宜蘭市成功里,2144,639,811,694
彰化縣和美鎮四張里,1964,639,737,588
花蓮縣花蓮市民政里,2526,639,629,1258
臺北市北投區建民里,2822,638,1295,889
新北市板橋區漢生里,2713,638,1127,948
桃園市大溪區仁武里,2246,638,756,852
桃園市楊梅區員本里,2073,638,765,670
臺北市信義區西村里,2811,637,685,1489
宜蘭縣宜蘭市梅洲里,2210,637,995,578
新北市八里區米倉里,2415,636,935,844
新竹縣湖口鄉湖口村,1961,636,497,828
彰化縣和美鎮中圍里,2039,636,785,618
新北市三重區民生里,2720,635,1309,776
新北市永和區永安里,2708,635,844,1229
新北市樹林區三福里,2369,635,918,816
桃園市桃園區明德里,2299,635,789,875
桃園市中壢區仁愛里,2170,635,733,802
臺南市新市區港墘里,2329,635,1185,509
彰化縣彰化市牛埔里,2110,635,850,625
臺北市信義區松光里,2987,634,1214,1139
臺北市士林區福德里,2792,634,1090,1068
花蓮縣花蓮市主農里,2364,634,646,1084
臺北市大同區南芳里,2536,633,1139,764
臺北市萬華區福音里,2412,633,1008,771
新北市中和區中正里,2405,633,865,907
新北市土城區埤塘里,2348,633,937,778
桃園市桃園區西埔里,2242,633,1029,580
臺南市鹽水區岸內里,2542,633,1287,622
臺南市新市區社內里,2145,633,1140,372
新竹市香山區浸水里,1732,633,754,345
臺北市信義區景聯里,2781,632,986,1163
臺中市南區平和里,2503,632,1071,800
臺中市北屯區北興里,2351,632,855,864
苗栗縣造橋鄉大西村,2201,632,573,996
南投縣南投市內新里,2378,632,888,858
桃園市觀音區新坡里,2121,631,939,551
宜蘭縣羅東鎮羅莊里,2148,631,923,594
苗栗縣苗栗市高苗里,2191,631,527,1033
花蓮縣花蓮市國盛里,2251,631,563,1057
新北市汐止區山光里,2011,630,600,781
新竹縣竹北市溪州里,1867,630,635,602
屏東縣內埔鄉內埔村,2672,630,1227,815
新竹市北區西雅里,2043,630,857,556
臺北市士林區聖山里,3194,629,1226,1339
